subtipo_id;subtipo;tipo;tipo_id
40;Compacta;Balastos Mecanicos;14
41;Descarga;Balastos Mecanicos;14
42;Tubo T8;Balastos Mecanicos;14
43;Accesorio General;Bandejas Portacables;15
44;Alambre;Bandejas Portacables;15
45;Escalera;Bandejas Portacables;15
46;Escalera Accesorio;Bandejas Portacables;15
47;Escalera Smarttray;Bandejas Portacables;15
48;Escalera Smarttray Accesorio;Bandejas Portacables;15
49;Perfil;Bandejas Portacables;15
50;Perfil Accesorio;Bandejas Portacables;15
51;Perforada ;Bandejas Portacables;15
52;Perforada Accesorio;Bandejas Portacables;15
53;Flexible Aislada;Barras Cobre;16
54;Mecanizada;Barras Cobre;16
55;P.A.T.;Barras Cobre;16
56;Planchuela;Barras Cobre;16
57;Base Telefonica;Bases y Fichas Telefonicas;17
58;Ficha Telefonica;Bases y Fichas Telefonicas;17
59;Bateria 9V;Baterias;18
60;Gel Recargable;Baterias;18
61;Litio Recargable;Baterias;18
62;Accesorio;Borneras;19
63;Bakelita Bipolar;Borneras;19
64;Bakelita Tetrapolar;Borneras;19
65;Bakelita Tripolar;Borneras;19
66;Bakelita Unipolar;Borneras;19
67;Circuito Impreso;Borneras;19
68;Columna Alumbrado Publico;Borneras;19
69;PVC Divisible;Borneras;19
70;PVC Enchufable;Borneras;19
71;Accesorio;Bornes Modulares;20
72;CON Proteccion;Bornes Modulares;20
73;Conexion Resorte;Bornes Modulares;20
74;Conexion Tornillo;Bornes Modulares;20
75;Doble Piso;Bornes Modulares;20
76;Identificacion;Bornes Modulares;20
77;Portafusible;Bornes Modulares;20
78;Potencia;Bornes Modulares;20
79;Puesta a Tierra;Bornes Modulares;20
80;Triple Piso - Sensores;Bornes Modulares;20
81;Caja Colgante;Botoneras y Accesorios;21
82;Caja Colgante Acc.;Botoneras y Accesorios;21
83;Caja p/Botonera;Botoneras y Accesorios;21
84;Inalambrica;Botoneras y Accesorios;21
85;Instalacion Contra Incendio;Botoneras y Accesorios;21
86;Montaje DIN;Botoneras y Accesorios;21
87;Montaje Panel Acc.;Botoneras y Accesorios;21
88;Montaje Panel Metalica;Botoneras y Accesorios;21
89;Montaje Panel Plastica;Botoneras y Accesorios;21
90;AR111;Cabezales Iluminacion;22
91;Bipin G9;Cabezales Iluminacion;22
92;Dicroica 12V;Cabezales Iluminacion;22
93;Dicroica 220V;Cabezales Iluminacion;22
94;Edison Bulbo;Cabezales Iluminacion;22
95;Domiciliario;Cable Canales;23
96;Domiciliario Accesorio;Cable Canales;23
97;Industrial;Cable Canales;23
98;Industrial Accesorio;Cable Canales;23
99;Perfil Aluminio;Cable Canales;23
100;Pisocanal;Cable Canales;23
101;Pisocanal Accesorio;Cable Canales;23
102;Profesional;Cable Canales;23
103;Profesional Accesorio;Cable Canales;23
104;Accesorio;Cajas Capsuladas;24
105;Embutir;Cajas Capsuladas;24
106;Exterior;Cajas Capsuladas;24
107;Aluminio;Cajas Derivacion;25
108;Chapa;Cajas Derivacion;25
109;Plastica;Cajas Derivacion;25
110;Plastica LH;Cajas Derivacion;25
111;Accesorio;Cajas Din;26
112;Metalica Embutir;Cajas Din;26
113;Metalica Exterior;Cajas Din;26
114;Plastica Embutir;Cajas Din;26
115;Plastica Exterior;Cajas Din;26
116;Accesorio;Cajas Luz;27
117;Aluminio;Cajas Luz;27
118;Hierro Liviano;Cajas Luz;27
119;Hierro Pesado;Cajas Luz;27
120;Hierro Semipesado;Cajas Luz;27
121;Plastica;Cajas Luz;27
122;Plastica LH;Cajas Luz;27
123;Montante;Cajas Montantes;28
124;Caja Telefonica;Cajas Telefonicas;29
125;Accesorio;Campanillas;30
126;Domiciliaria;Campanillas;30
127;Inalambrica;Campanillas;30
128;Industrial;Campanillas;30
129;Sistema Canalis;Canalizacion Industrial;31
130;Accesorio;Caños Metalicos;32
131;Galvanizado;Caños Metalicos;32
132;Galvanizado Accesorio;Caños Metalicos;32
133;Hierro Liviano;Caños Metalicos;32
134;Hierro Semipesado;Caños Metalicos;32
135;Corrugado Metal;Caños Metalicos Flexibles;33
136;Corrugado Metal/PVC;Caños Metalicos Flexibles;33
137;Corrugado Metal/PVC Accesorio;Caños Metalicos Flexibles;33
138;Accesorio;Caños Pilar;34
139;Doble Aislacion;Caños Pilar;34
140;Accesorio;Caños Plasticos;35
141;Accesorio LH;Caños Plasticos;35
142;Extrapesado;Caños Plasticos;35
143;Semipesado;Caños Plasticos;35
144;Semipesado LH;Caños Plasticos;35
145;Accesorio;Caños Plasticos Flexibles;36
146;Corrugado PVC;Caños Plasticos Flexibles;36
147;Tubo Flexible;Caños Plasticos Flexibles;36
148;Tubo Flexible Acc.;Caños Plasticos Flexibles;36
149;Arranque Motor;Capacitores;37
150;Banco Automatico;Capacitores;37
151;Inductancias/Filtros;Capacitores;37
152;Monofasico 250V;Capacitores;37
153;Monofasico 400V;Capacitores;37
154;Trifasico;Capacitores;37
155;Ventilador;Capacitores;37
156;Accesorio;CCTV;38
157;Alarma;CCTV;38
158;Camara Analogica;CCTV;38
159;Camara Domo PTZ;CCTV;38
160;Camara IP;CCTV;38
161;Camara Termica;CCTV;38
162;Camara Wi-Fi;CCTV;38
163;Conector + Balun;CCTV;38
164;DVR;CCTV;38
165;Fuente Alimentacion;CCTV;38
166;NVR;CCTV;38
167;Switch;CCTV;38
168;Aire Acondicionado;Cintas Aisladoras;39
169;Autosoldable;Cintas Aisladoras;39
170;Especial;Cintas Aisladoras;39
171;Papel;Cintas Aisladoras;39
172;PVC;Cintas Aisladoras;39
173;Teflon;Cintas Aisladoras;39
174;Doble Contacto;Cintas Doble Contacto;40
175;Embalaje;Cintas Embalaje;41
176;Accesorio;Cintas Helicoidal;42
177;Helicoidal;Cintas Helicoidal;42
178;Accesorio;Cintas Led;43
179;Fuente Alimentacion;Cintas Led;43
180;Kit;Cintas Led;43
181;LED 2216;Cintas Led;43
182;LED 2835;Cintas Led;43
183;LED 3528;Cintas Led;43
184;LED 5050;Cintas Led;43
185;LED 5730;Cintas Led;43
186;Yenny / Jackie;Cintas Led;43
187;Accesorio;Cintas Pasacables;44
188;Alma de Acero;Cintas Pasacables;44
189;Plastica;Cintas Pasacables;44
190;Sonda Pasacable;Cintas Pasacables;44
191;Clip Bateria;Clips Conexion;45
192;Decoracion;Colgantes Iluminacion;46
193;LED;Colgantes Iluminacion;46
194;Pantalla;Colgantes Iluminacion;46
195;Pantalla Acc.;Colgantes Iluminacion;46
196;Blanco;Conductores Bipolares;47
197;Cristal;Conductores Bipolares;47
198;Bomba Sumergible;Conductores Bombas Sumergibles;48
199;75 Ohm;Conductores Coaxiles;49
200;Acero-Cobre Puesta a Tierra;Conductores Desnudos;50
201;Cobre;Conductores Desnudos;50
202;0.50mm;Conductores Envainados TBP;51
203;0.75mm;Conductores Envainados TBP;51
204;1.00mm;Conductores Envainados TBP;51
205;1.50mm;Conductores Envainados TBP;51
206;2.50mm;Conductores Envainados TBP;51
207; 0.50mm;Conductores Envainados TPR;52
208; 0.75mm;Conductores Envainados TPR;52
209; 1.00mm;Conductores Envainados TPR;52
210; 1.50mm;Conductores Envainados TPR;52
211; 2.50mm;Conductores Envainados TPR;52
212; 4.00mm;Conductores Envainados TPR;52
213; 6.00mm;Conductores Envainados TPR;52
214;10.00mm;Conductores Envainados TPR;52
215;Blindaje Aluminio;Conductores Instrumentacion;53
216;Blindaje Estaño-Cobre;Conductores Instrumentacion;53
217;Comando;Conductores Instrumentacion;53
218;Instalacion Contra Incendio;Conductores Instrumentacion;53
219;   1.50mm;Conductores LS0H 1.1kV;54
220;   2.50mm;Conductores LS0H 1.1kV;54
221;   4.00mm;Conductores LS0H 1.1kV;54
222;   6.00mm;Conductores LS0H 1.1kV;54
223;  10.00mm;Conductores LS0H 1.1kV;54
224;  16.00mm;Conductores LS0H 1.1kV;54
225;  25.00mm;Conductores LS0H 1.1kV;54
226;  35.00mm;Conductores LS0H 1.1kV;54
227;  50.00mm;Conductores LS0H 1.1kV;54
228;  70.00mm;Conductores LS0H 1.1kV;54
229;  95.00mm;Conductores LS0H 1.1kV;54
230; 120.00mm;Conductores LS0H 1.1kV;54
231; 150.00mm;Conductores LS0H 1.1kV;54
232; 185.00mm;Conductores LS0H 1.1kV;54
233; 240.00mm;Conductores LS0H 1.1kV;54
234;Comando;Conductores LS0H 1.1kV;54
235;Soldadura;Conductores Soldadura;55
236;  1.50mm;Conductores Subterraneos;56
237;  2.50mm;Conductores Subterraneos;56
238;  4.00mm;Conductores Subterraneos;56
239;  6.00mm;Conductores Subterraneos;56
240; 10.00mm;Conductores Subterraneos;56
241; 16.00mm;Conductores Subterraneos;56
242; 25.00mm;Conductores Subterraneos;56
243; 35.00mm;Conductores Subterraneos;56
244; 50.00mm;Conductores Subterraneos;56
245; 70.00mm;Conductores Subterraneos;56
246; 95.00mm;Conductores Subterraneos;56
247;120.00mm;Conductores Subterraneos;56
248;150.00mm;Conductores Subterraneos;56
249;185.00mm;Conductores Subterraneos;56
250;240.00mm;Conductores Subterraneos;56
251;300.00mm;Conductores Subterraneos;56
252;Comando;Conductores Subterraneos;56
253;Acometida;Conductores Telefonia;57
254;Espiral;Conductores Telefonia;57
255;Exterior;Conductores Telefonia;57
256;Interior;Conductores Telefonia;57
257;Portero;Conductores Telefonia;57
258;Prolongador;Conductores Telefonia;57
259;Baja Tension;Conductores Tendido Aereo;58
260;Media Tension;Conductores Tendido Aereo;58
261;  0.75mm;Conductores Unipolares;59
262;  1.00mm;Conductores Unipolares;59
263;  1.50mm;Conductores Unipolares;59
264;  2.50mm;Conductores Unipolares;59
265;  4.00mm;Conductores Unipolares;59
266;  6.00mm;Conductores Unipolares;59
267; 10.00mm;Conductores Unipolares;59
268; 16.00mm;Conductores Unipolares;59
269; 25.00mm;Conductores Unipolares;59
270; 35.00mm;Conductores Unipolares;59
271; 50.00mm;Conductores Unipolares;59
272; 70.00mm;Conductores Unipolares;59
273; 95.00mm;Conductores Unipolares;59
274;120.00mm;Conductores Unipolares;59
275;Unifilar;Conductores Unipolares;59
276;   1.50mm;Conductores Unipolares LS0H;60
277;   2.50mm;Conductores Unipolares LS0H;60
278;   4.00mm;Conductores Unipolares LS0H;60
279;   6.00mm;Conductores Unipolares LS0H;60
280;  10.00mm;Conductores Unipolares LS0H;60
281;  16.00mm;Conductores Unipolares LS0H;60
282;  25.00mm;Conductores Unipolares LS0H;60
283;  35.00mm;Conductores Unipolares LS0H;60
284;  50.00mm;Conductores Unipolares LS0H;60
285;  70.00mm;Conductores Unipolares LS0H;60
286;  95.00mm;Conductores Unipolares LS0H;60
287;Acometida;Conductores Varios;61
288;Alta Temperatura;Conductores Varios;61
289;Interlock;Conductores Varios;61
290;Parlante;Conductores Varios;61
291;Accesorio;Conductos Bajo Piso;62
292;Bajo Piso;Conductos Bajo Piso;62
293;Accesorio;Contactores;63
294;Arranque Estrella-Triangulo;Contactores;63
295;Bobina;Contactores;63
296;Casetina;Contactores;63
297;Contactor Auxiliar;Contactores;63
298;Contactor Inversor;Contactores;63
299;Contactor Mini;Contactores;63
300;Contactor Modular;Contactores;63
301;Contactor Motor h/    7A;Contactores;63
302;Contactor Motor h/    9A;Contactores;63
303;Contactor Motor h/   12A;Contactores;63
304;Contactor Motor h/   18A;Contactores;63
305;Contactor Motor h/   25A;Contactores;63
306;Contactor Motor h/   32A;Contactores;63
307;Contactor Motor h/   38A;Contactores;63
308;Contactor Motor h/   40A;Contactores;63
309;Contactor Motor h/   50A;Contactores;63
310;Contactor Motor h/   65A;Contactores;63
311;Contactor Motor h/   80A;Contactores;63
312;Contactor Motor h/   95A;Contactores;63
313;Contactor Motor h/  115A;Contactores;63
314;Contactor Motor h/  130A;Contactores;63
315;Contactor Motor h/  150A;Contactores;63
316;Contactor Motor h/  185A;Contactores;63
317;Contactor Motor h/  225A;Contactores;63
318;Contactor Motor h/  265A;Contactores;63
319;Contactor Motor h/  300A;Contactores;63
320;Contactor Motor h/  330A;Contactores;63
321;Contactor Motor h/  400A;Contactores;63
322;Contactor Motor h/  500A;Contactores;63
323;Contactor Motor h/  630A;Contactores;63
324;Contactor Motor h/  800A;Contactores;63
325;Contactor Motor h/ 1000A;Contactores;63
326;Contactor Motor h/ 1250A;Contactores;63
327;Contactor Motor h/ 1350A;Contactores;63
328;Contactor Motor h/ 2000A;Contactores;63
329;Contactor Motor h/ 2650A;Contactores;63
330;Contactor Motor h/ 2850A;Contactores;63
331;Contactor p/Capacitor;Contactores;63
332;Contactor Tetrapolar;Contactores;63
333;Especial;Contactores;63
334;Estado Solido;Contactores;63
335;Tesys U;Contactores;63
336;Detector Gas;Detectores Varios;64
337;Detector Humo;Detectores Varios;64
338;Detector Monoxido Carbono;Detectores Varios;64
339;Detector Movimiento;Detectores Varios;64
340;Accesorio;Domotica;65
341;Cambre Ihaus;Domotica;65
342;Control de Edificios;Domotica;65
343;Hvac;Domotica;65
344;SIGNIFY Interact Pro;Domotica;65
345;YESLY;Domotica;65
346;Electroiman;Electroimanes;66
347;Electroiman Accesorio;Electroimanes;66
348;Solenoide;Electroimanes;66
349;Accesorio;Empalmes Aislantes;67
350;Conector;Empalmes Aislantes;67
351;Contraible en Frio;Empalmes Aislantes;67
352;Gel Aislante;Empalmes Aislantes;67
353;Media Tension;Empalmes Aislantes;67
354;Minero;Empalmes Aislantes;67
355;Resina Derivacion;Empalmes Aislantes;67
356;Resina Recto;Empalmes Aislantes;67
357;Slice;Empalmes Aislantes;67
358;Termocontraible Recto;Empalmes Aislantes;67
359;Energia Solar;Energia Solar;68
360;Accesorio;Equipos Emergencia;69
361;Bajo Consumo;Equipos Emergencia;69
362;Compacta 2P;Equipos Emergencia;69
363;LED;Equipos Emergencia;69
364;Tubo T5/T8;Equipos Emergencia;69
365;Computacion;Estabilizadores;70
366;Ferro Resonante;Estabilizadores;70
367;General Monofasico;Estabilizadores;70
368;General Trifasico;Estabilizadores;70
369;Inversor 12/220V;Estabilizadores;70
370;Estacion de Carga;Estaciones De Carga;71
371;Extractor Aire;Extractores Aire;72
372;Farola;Farolas;73
373;Farola LED;Farolas;73
374;Farol;Faroles;74
375;Circuito Impreso;Fichas Circuitos Impresos;75
376;Accesorio;Fichas Industriales;76
377;Adaptador;Fichas Industriales;76
378;Hembra;Fichas Industriales;76
379;Macho;Fichas Industriales;76
380;Multipolar;Fichas Industriales;76
381;NOD;Fichas Industriales;76
382;TORCK;Fichas Industriales;76
383;Adaptador;Fichas Varias;77
384;Audio;Fichas Varias;77
385;Conector Chasis;Fichas Varias;77
386;Domiciliaria;Fichas Varias;77
387;Especial;Fichas Varias;77
388;Schuko;Fichas Varias;77
389;TV;Fichas Varias;77
390;USB;Fichas Varias;77
391;Velador;Fichas Varias;77
392;Kit Tarugo+Tornillo;Fijaciones De Nylon;78
393;Soporte de Aislamiento;Fijaciones De Nylon;78
394;Tarugo;Fijaciones De Nylon;78
395;Broca Expandible;Fijaciones Metalicas;79
396;Clavo;Fijaciones Metalicas;79
397;Impacto;Fijaciones Metalicas;79
398;Piton;Fijaciones Metalicas;79
399;Tornillo de Hormigon;Fijaciones Metalicas;79
400;Accesorio;Fijaciones Quimicas;80
401;Ampolla Quimica;Fijaciones Quimicas;80
402;Taco Quimico;Fijaciones Quimicas;80
403;Varilla;Fijaciones Quimicas;80
404;Fotocontrol;Fotocontroles;81
405;Accesorio;Fuentes Alimentacion;82
406;DC/DC;Fuentes Alimentacion;82
407;Tension  5Vcc;Fuentes Alimentacion;82
408;Tension 12Vcc;Fuentes Alimentacion;82
409;Tension 15Vcc;Fuentes Alimentacion;82
410;Tension 24Vcc;Fuentes Alimentacion;82
411;Tension 48Vcc;Fuentes Alimentacion;82
412;UPS;Fuentes Alimentacion;82
413;Ceramico;Fusibles / Portafusibles;83
414;Ceramico Portafusible;Fusibles / Portafusibles;83
415;Diazed;Fusibles / Portafusibles;83
416;Fusibles Varios;Fusibles / Portafusibles;83
417;Media Tension;Fusibles / Portafusibles;83
418;Neozed;Fusibles / Portafusibles;83
419;NH Accesorio;Fusibles / Portafusibles;83
420;NH Portafusible;Fusibles / Portafusibles;83
421;NH T00;Fusibles / Portafusibles;83
422;NH T000;Fusibles / Portafusibles;83
423;NH T1;Fusibles / Portafusibles;83
424;NH T2;Fusibles / Portafusibles;83
425;NH T3;Fusibles / Portafusibles;83
426;NH T4;Fusibles / Portafusibles;83
427;NH Ultrarrapido T00;Fusibles / Portafusibles;83
428;NH Ultrarrapido T1;Fusibles / Portafusibles;83
429;NH Ultrarrapido T2;Fusibles / Portafusibles;83
430;NH Ultrarrapido T3;Fusibles / Portafusibles;83
431;Silized;Fusibles / Portafusibles;83
432;Silized Portafusible;Fusibles / Portafusibles;83
433;Vidrio;Fusibles / Portafusibles;83
434;Vidrio Portafusible;Fusibles / Portafusibles;83
435;Accesorio;Gabinetes Accesorios;84
436;Carcasa p/Electronica;Gabinetes Accesorios;84
437;Sistema de Calefaccion;Gabinetes Accesorios;84
438;Sistema de Ventilacion;Gabinetes Accesorios;84
439;Accesorio;Gabinetes De Medicion;85
440;Caja de Toma;Gabinetes De Medicion;85
441;Caja de Transformador;Gabinetes De Medicion;85
442;Columna Medicion;Gabinetes De Medicion;85
443;Medidor Monofasico;Gabinetes De Medicion;85
444;Medidor Obra;Gabinetes De Medicion;85
445;Medidor Trifasico;Gabinetes De Medicion;85
446;Accesorio;Gabinetes Metalicos;86
447;Armario Modular Gabexel;Gabinetes Metalicos;86
448;Armario Modular Gabexel Acc.;Gabinetes Metalicos;86
449;Armario Modular Genrod;Gabinetes Metalicos;86
450;Armario Modular Genrod Acc.;Gabinetes Metalicos;86
451;Armario Modular Schneider;Gabinetes Metalicos;86
452;Armario Modular Schneider Acc.;Gabinetes Metalicos;86
453;Armario Modular Tecnobox;Gabinetes Metalicos;86
454;Armario Modular Tecnobox Acc.;Gabinetes Metalicos;86
455;Caja Fuerte;Gabinetes Metalicos;86
456;Capacitor;Gabinetes Metalicos;86
457;Estanco;Gabinetes Metalicos;86
458;Estanco c/Ducto;Gabinetes Metalicos;86
459;Petrolero;Gabinetes Metalicos;86
460;Protocolizado;Gabinetes Metalicos;86
461;Pupitre;Gabinetes Metalicos;86
462;Subpanel;Gabinetes Metalicos;86
463;Tablero Bomba;Gabinetes Metalicos;86
464;Tablero Transferencia;Gabinetes Metalicos;86
465;Toma Industrial;Gabinetes Metalicos;86
466;ABB Gemini;Gabinetes Plasticos;87
467;ABB Mistral;Gabinetes Plasticos;87
468;Conextube Argenpol;Gabinetes Plasticos;87
469;Conextube Conexpol;Gabinetes Plasticos;87
470;Conextube Tablepol;Gabinetes Plasticos;87
471;Genrod Q Energy;Gabinetes Plasticos;87
472;Roker PRD;Gabinetes Plasticos;87
473;Roker PRG;Gabinetes Plasticos;87
474;Scame;Gabinetes Plasticos;87
475;Schneider Thalassa PLM;Gabinetes Plasticos;87
476;Tableplast Serie G;Gabinetes Plasticos;87
477;Tableplast Serie MP;Gabinetes Plasticos;87
478;Tablero Obra;Gabinetes Plasticos;87
479;Toma Industrial;Gabinetes Plasticos;87
480;Toma Industrial Accesorio;Gabinetes Plasticos;87
481;Gestion de Motor;Gestion De Motores;88
482;Derivacion;Grampas Conexion;89
483;Puesta a Tierra;Grampas Conexion;89
484;Fijacion Conductores;Grampas Fijacion;90
485;Guardalampara;Guardalamparas;91
486;Accesorio;Guardamotores;92
487;Magnetico;Guardamotores;92
488;Rango  0- 10A;Guardamotores;92
489;Rango  10- 40A;Guardamotores;92
490;Rango  40-100A;Guardamotores;92
491;Rango 100-500A;Guardamotores;92
492;Amoladora;Herramientas Electricas;93
493;Bomba Periferica;Herramientas Electricas;93
494;Caladora;Herramientas Electricas;93
495;Compresor;Herramientas Electricas;93
496;Guardalampara;Herramientas Electricas;93
497;Hidrolavadora;Herramientas Electricas;93
498;Mini Torno;Herramientas Electricas;93
499;Pistola de Pegar;Herramientas Electricas;93
500;Rotomartillo;Herramientas Electricas;93
501;Soldador;Herramientas Electricas;93
502;Taladro / Atornillador;Herramientas Electricas;93
503;Taladro Percutor;Herramientas Electricas;93
504;Buscapolo;Herramientas Rubro Electrico;94
505;Compresion Conductores;Herramientas Rubro Electrico;94
506;Compresion de Terminales;Herramientas Rubro Electrico;94
507;Compresion de Terminales Hidraulica;Herramientas Rubro Electrico;94
508;Compresion de Terminales Hidraulica Acc.;Herramientas Rubro Electrico;94
509;Cortacable;Herramientas Rubro Electrico;94
510;Destornillador Aislado;Herramientas Rubro Electrico;94
511;Guante Aislante;Herramientas Rubro Electrico;94
512;Pelacable;Herramientas Rubro Electrico;94
513;Red Datos;Herramientas Rubro Electrico;94
514;Soldador Estaño;Herramientas Rubro Electrico;94
515;Soldador Estaño Soldadura;Herramientas Rubro Electrico;94
516;Tijera;Herramientas Rubro Electrico;94
517;Accesorio;Herramientas Rubro General;95
518;Albañileria;Herramientas Rubro General;95
519;Alicate General;Herramientas Rubro General;95
520;Bolso / Mochila / Estuche;Herramientas Rubro General;95
521;Caja Para Herramientas;Herramientas Rubro General;95
522;Caja para Terminales;Herramientas Rubro General;95
523;Calibre;Herramientas Rubro General;95
524;Cargador de Bateria;Herramientas Rubro General;95
525;Carpinteria;Herramientas Rubro General;95
526;Celular;Herramientas Rubro General;95
527;Cinta Metrica;Herramientas Rubro General;95
528;Corta Rieles;Herramientas Rubro General;95
529;Cortapernos;Herramientas Rubro General;95
530;Cortatubo;Herramientas Rubro General;95
531;Cuchillo / Hacha;Herramientas Rubro General;95
532;Destornillador;Herramientas Rubro General;95
533;Destornillador Torquimetro;Herramientas Rubro General;95
534;Detector de Metal;Herramientas Rubro General;95
535;Elevador Crique;Herramientas Rubro General;95
536;Escuadra;Herramientas Rubro General;95
537;Extractor;Herramientas Rubro General;95
538;Francesa;Herramientas Rubro General;95
539;Grupo Electrogeno;Herramientas Rubro General;95
540;Jardineria;Herramientas Rubro General;95
541;Kits;Herramientas Rubro General;95
542;Linterna;Herramientas Rubro General;95
543;Llave Allen;Herramientas Rubro General;95
544;Llave Fija / Combinada / Bocallave (Tubo);Herramientas Rubro General;95
545;Martillo/ Maza;Herramientas Rubro General;95
546;Mecha;Herramientas Rubro General;95
547;Morsa;Herramientas Rubro General;95
548;Nivel;Herramientas Rubro General;95
549;Pertiga;Herramientas Rubro General;95
550;Pinza;Herramientas Rubro General;95
551;Plomeria;Herramientas Rubro General;95
552;Punta de Impacto;Herramientas Rubro General;95
553;Remachadora;Herramientas Rubro General;95
554;Sargento;Herramientas Rubro General;95
555;Sierra / Serrucho;Herramientas Rubro General;95
556;Sierra Copa;Herramientas Rubro General;95
557;Solar;Herramientas Rubro General;95
558;Stillson;Herramientas Rubro General;95
559;Tenaza;Herramientas Rubro General;95
560;Tijera;Herramientas Rubro General;95
561;Tijera Corta Chapa;Herramientas Rubro General;95
562;Tronzadora;Herramientas Rubro General;95
563;Varios;Herramientas Rubro General;95
564;Accesorio;Identificadores Conductores;96
565;Adhesivo;Identificadores Conductores;96
566;Anillo;Identificadores Conductores;96
567;Omega;Identificadores Conductores;96
568;Lista Completa;IFM;97
569;Ignitor;Ignitores;98
570;Accesorio;Indicadores Luminosos;99
571;Montaje DIN;Indicadores Luminosos;99
572;Montaje Panel Metalico;Indicadores Luminosos;99
573;Montaje Panel Plastico;Indicadores Luminosos;99
574;Lista Completa;Industrial Controles;100
575;Instalacion Hospitalaria;Instalaciones Hospitalarias;101
576;Accesorio;Instrumentos Medicion Portable;102
577;Accesorio Puntas y Cables;Instrumentos Medicion Portable;102
578;Accesorio Sondas / Lazos de Corriente;Instrumentos Medicion Portable;102
579;Alta Tension;Instrumentos Medicion Portable;102
580;Analizador y Registrador de Energia Electrica;Instrumentos Medicion Portable;102
581;Anemometro;Instrumentos Medicion Portable;102
582;Capacimetro;Instrumentos Medicion Portable;102
583;Comprobador Instalaciones Electricas;Instrumentos Medicion Portable;102
584;Contador de Particulas;Instrumentos Medicion Portable;102
585;Decibelimetro;Instrumentos Medicion Portable;102
586;Detector Fugas de Gas;Instrumentos Medicion Portable;102
587;Detector Tension Inductivo;Instrumentos Medicion Portable;102
588;Instrumentos Varios;Instrumentos Medicion Portable;102
589;KITs Combinados;Instrumentos Medicion Portable;102
590;Luxometro;Instrumentos Medicion Portable;102
591;Medidor de Distancia;Instrumentos Medicion Portable;102
592;Medidor de Nivel;Instrumentos Medicion Portable;102
593;Medidor de Potencia Solar;Instrumentos Medicion Portable;102
594;Megohmetro;Instrumentos Medicion Portable;102
595;Multimetro;Instrumentos Medicion Portable;102
